Aspect Ratio:,Box Office (Gross USA):,Director:,Genre:,Original Language:,Producer:,Production Co:,Rating:,Release Date (Streaming):,Release Date (Theaters):,Runtime:,Sound Mix:,Title:,View the collection:,Writer:,url
,$6.9M,Denis Villeneuve,drama,French (Canada),"Luc Déry,    Kim McCraw","TS Productions,Phi Group",R (Strong Violence|Language),"Jun 10, 2014","Apr 22, 2011
 limited",2h 10m,,Incendies,,"Valérie Beaugrand-Champagne,    Denis Villeneuve",https://www.rottentomatoes.com/m/incendies
,$4.0M,Xavier Beauvois,drama,French (France),"Pascal Caucheteux,    Etienne Comar","Canal+,Armada Pictures,Why Not Productions",PG-13 (Some Disturbing Images|Brief Language|Startling Wartime Violence),"Mar 9, 2014","Feb 25, 2011
 limited",2h 2m,Dolby Digital,Of Gods and Men,,"Xavier Beauvois,    Etienne Comar",https://www.rottentomatoes.com/m/of_gods_and_men
,$146.4M,Matthew Vaughn,"action,fantasy,sci fi,adventure",English,"Bryan Singer,    Lauren Shuler Donner,    Simon Kinberg,    Gregory Goodman","Bad Hat Harry,Donners' Company",PG-13 (Intense Sequences of Action|Brief Partial Nudity|Intense Sequences of Violence|Language|Some Sexual Content),"Nov 25, 2015","Jun 3, 2011
 wide",2h 6m,"Dolby Digital, DTS",X-Men: First Class,X-Men,"Ashley Miller,    Zack Stentz,    Jane Goldman,    Matthew Vaughn",https://www.rottentomatoes.com/m/x_men_first_class
,$1.0M,Joe Cornish,"action,sci fi,comedy",English,"Nira Park,    James Wilson",Big Talk,R (Drug Content|Creature Violence|Pervasive Language),"Mar 9, 2014","Jul 29, 2011
 limited",1h 28m,,Attack the Block,,Joe Cornish,https://www.rottentomatoes.com/m/attack_the_block
,$640.5K,Errol Morris,documentary,English,"Julie Ahlberg,    Mark Lipson",Huber Bros. Productions,R (Sexual Content|Nudity),"Jul 1, 2016","Jul 15, 2011
 limited",1h 28m,,Tabloid,,,https://www.rottentomatoes.com/m/tabloid_2010
,$222.0K,Werner Herzog,"drama,documentary,crime",English,,"Creative Differences,Werner Herzog Filmproduktion,Spring Films",PG-13 (Some Disturbing Images|Mature Thematic Material),"Apr 28, 2016","Nov 11, 2011
 limited",1h 47m,,Into the Abyss,,,https://www.rottentomatoes.com/m/into_the_abyss_2011
,,Gore Verbinski,"animation,comedy,kids and family,adventure",English,"Gore Verbinski,    Graham King,    John B. Carls","Blind Wink,GK Films",PG (Language|Action|Rude Humor|Smoking),"Jun 6, 2014","Mar 4, 2011
 wide",1h 45m,,Rango,,John Logan,https://www.rottentomatoes.com/m/rango
,$4.2K,Marius Holst,"drama,history",Norwegian,Karin Julsrud,"Opus Film,4 1/2 Film,St Paul Film,MACT Productions",,"Mar 30, 2016",,1h 52m,,King of Devil's Island,,,https://www.rottentomatoes.com/m/king_of_devils_island_2011
,,"Stephen J. Anderson,    Don Hall","animation,kids and family,adventure",English,,Walt Disney Pictures,G,"Nov 23, 2015","Jul 15, 2011
 wide",1h 9m,,Winnie the Pooh,,"Stephen J. Anderson,    Clio Chiang,    Don Dougherty,    Don Hall,    Kendelle Hoyer,    Brian Kesinger,    Nicole Mitchell,    Jeremy Spears",https://www.rottentomatoes.com/m/winnie_the_pooh_2011
,$13.3M,Terrence Malick,drama,English,"Sarah Green,    Bill Pohlad,    Brad Pitt,    Dede Gardner,    Grant Hill",Cottonwood Pictures,PG-13 (Some Thematic Material),"Nov 25, 2015","May 27, 2011
 limited",2h 18m,,The Tree of Life,,Terrence Malick,https://www.rottentomatoes.com/m/the_tree_of_life_2011
,$152.5K,Michelangelo Frammartino,drama,Italian,"Philippe Bober,    Elda Guidinetti,    Marta Donzelli,    Gabriella Manfré",,,"Jul 1, 2016",,1h 28m,,The Four Times,,,https://www.rottentomatoes.com/m/the_four_times
,$102.5M,David Fincher,"crime,mystery and thriller,drama",English,"Scott Rudin,    Ole Søndberg,    Søren Stærmose,    Ceán Chaffin","Scott Rudin Productions,Yellow Bird",R (Graphic Nudity|Brutal Violent Content|Torture|Language|Rape|Strong Sexuality),"Sep 3, 2013","Dec 20, 2011
 wide",2h 38m,"SDDS, Dolby Digital",The Girl With the Dragon Tattoo,,Steven Zaillian,https://www.rottentomatoes.com/m/the_girl_with_the_dragon_tattoo
,$75.6M,Steven Soderbergh,"drama,mystery and thriller",English,"Michael Shamberg,    Stacey Sher,    Gregory Jacobs","Double Feature Films,Gregory Jacobs",PG-13 (Some Language|Disturbing Content),"Aug 6, 2013","Sep 9, 2011
 wide",1h 46m,"SDDS, Dolby Digital",Contagion,,Scott Z. Burns,https://www.rottentomatoes.com/m/contagion_2011
,$100.1K,José Padilha,"action,drama,crime",Portuguese (Brazil),"James D'Arcy,    Leonardo Edde,    Bráulio Mantovani,    Malu Miranda",Globo Filmes,,"Jan 11, 2017",,1h 56m,,Elite Squad 2,,,https://www.rottentomatoes.com/m/elite_squad_the_enemy_within
,$2.6K,Ian Palmer,"drama,documentary,biography",English (United Kingdom),"Teddy Leifer,    Ian Palmer",,R (Violent Content|Language),"Nov 18, 2016",,1h 33m,,Knuckle,,,https://www.rottentomatoes.com/m/knuckle_2011
,$264.3K,Göran Olsson,"drama,documentary,history",English,"Annika Rogell,    Axel Arnö,    Gaspard Lamunière","Story AB,Sveriges Television",,"Mar 29, 2017","Sep 9, 2011
 limited",1h 40m,,The Black Power Mixtape 1967-1975,,,https://www.rottentomatoes.com/m/the_black_power_mix_tape_1967_1975
,$119.9K,Chuan Lu,"drama,history,war",Chinese,Sanping Han,"China Film Group Corp.,Media Asia Films Ltd. [hk]",,"Apr 17, 2020",,2h 13m,,City of Life and Death,,Chuan Lu,https://www.rottentomatoes.com/m/city_of_life_and_death
,$706.9K,Fred Cavayé,"action,crime,drama,mystery and thriller",French (France),"Cyril Colbeau-Justin,    Jean-Baptiste Dupont","LGM Productions,TPS Star,Gaumont,Nexus Factory,Canal+,TF1 Films Production,uFilm,K.R. Productions,Umedia",R (Strong Violence|Some Language),"Feb 7, 2017","Jul 29, 2011
 limited",1h 24m,,Point Blank,,"Fred Cavayé,    Guillaume Lemans",https://www.rottentomatoes.com/m/point_blank
,$7.0K,Alex Stapleton,documentary,English,,,R (Some Violent Images|Nudity|Language),"Mar 21, 2017","Dec 16, 2011
 limited",1h 35m,,Corman's World: Exploits of a Hollywood Rebel,,,https://www.rottentomatoes.com/m/cormans_world_exploits_of_a_hollywood_rebel
,$1.3M,Abbas Kiarostami,"drama,romance",English,"Marin Karmitz,    Nathanaël Karmitz,    Charles Gillibert,    Angelo Barbagallo",Rai Cinema,,"Mar 10, 2017","Mar 11, 2011
 limited",1h 46m,Dolby Digital,Certified Copy,,Abbas Kiarostami,https://www.rottentomatoes.com/m/certified_copy
,$4.0M,Cindy Meehl,documentary,English,Julie Goldman,Motto Pictures,PG (Thematic Elements|Mild Language|An Injury),"Feb 21, 2016","Jun 17, 2011
 limited",1h 28m,,Buck,,,https://www.rottentomatoes.com/m/buck
,$466.7K,Richard Ayoade,"drama,comedy",English,,Warp Films,R (Some Sexual Content|Language),"Apr 1, 2017","Jun 3, 2011
 limited",1h 37m,,Submarine,,Richard Ayoade,https://www.rottentomatoes.com/m/submarine-2010
,$5.4M,J.C. Chandor,"drama,mystery and thriller",English,"Joe Jenckes,    Robert Ogden Barnum,    Corey Moosa,    Michael Benaroya,    Neal Dodson,    Zachary Quinto",Before the Door,R (Language),"Aug 6, 2013","Oct 21, 2011
 limited",1h 49m,,Margin Call,,J.C. Chandor,https://www.rottentomatoes.com/m/margin_call
,$10.3K,Janus Metz,"war,documentary",Danish,"Ronnie Fridthjof,    Sara Stockmann",Fridthjof Film,,"Aug 10, 2016","Apr 15, 2011
 limited",1h 40m,,Armadillo,,,https://www.rottentomatoes.com/m/armadillo_2010
Flat (1.85:1),$2.0M,Michael Winterbottom,comedy,English,"Andrew Eaton,    Melissa Parmeter","Baby Cow Productions,Revolution Films,BBC",,"Nov 12, 2015","Jun 10, 2011
 limited",1h 49m,,The Trip,,,https://www.rottentomatoes.com/m/the_trip_2011
,$41.0M,George Clooney,drama,English,"Grant Heslov,    George Clooney,    Brian Oliver","Smoke House,Appian Way",R (Pervasive Language),"Jun 7, 2013","Oct 7, 2011
 wide",1h 40m,"SDDS, Dolby Digital",The Ides of March,,"George Clooney,    Grant Heslov,    Beau Willimon",https://www.rottentomatoes.com/m/the_ides_of_march
,$183.6K,Apichatpong Weerasethakul,fantasy,Thai,"Simon Field,    Keith Griffiths,    Apichatpong Weerasethakul",,,"Mar 10, 2017","Mar 2, 2011
 limited",1h 54m,,Uncle Boonmee Who Can Recall His Past Lives,,Apichatpong Weerasethakul,https://www.rottentomatoes.com/m/uncle_boonmee
,$1.2M,Michael Rapaport,documentary,English,,"Rival Pictures,Beats, Rhymes and Fights Productions LLC",R (Language),"Sep 3, 2013","Jul 8, 2011
 limited",1h 37m,,"Beats, Rhymes & Life: The Travels of A Tribe Called Quest",,Michael Rapaport,https://www.rottentomatoes.com/m/beats_rhymes_and_life_the_travels_of_a_tribe_called_quest
,$6.9M,Miguel Arteta,comedy,English,"Jim Burke,    Alexander Payne,    Jim Taylor",Ad Hominem Enterprises,R (Drug Use|Crude and Sexual Content|Language),"Nov 25, 2015","Feb 11, 2011
 limited",1h 27m,"SDDS, Dolby Digital, DTS",Cedar Rapids,,Phil Johnston,https://www.rottentomatoes.com/m/cedar_rapids_2010
,$176.7M,Rupert Wyatt,"action,sci fi,adventure",English,"Peter Chernin,    Dylan Clark,    Rick Jaffa,    Amanda Silver",Chernin Entertainment,PG-13 (Violence|Intense/Frightening Sequences),"Nov 25, 2015","Aug 5, 2011
 wide",1h 45m,"Dolby, DTS",Rise of the Planet of the Apes,Planet of the Apes,"Rick Jaffa,    Amanda Silver",https://www.rottentomatoes.com/m/rise_of_the_planet_of_the_apes
,$149.2M,Chris Miller,"animation,kids and family,adventure",English,"Joe Aguilar,    Latifa Ouaou",DreamWorks Animation,PG (Some Adventure Action|Mild Rude Humor),"Nov 25, 2015","Oct 28, 2011
 wide",1h 30m,"SDDS, Dolby Digital",Puss in Boots,,Tom Wheeler,https://www.rottentomatoes.com/m/1209933-puss_in_boots
,$127.0M,J.J. Abrams,"sci fi,mystery and thriller",English,"Steven Spielberg,    J.J. Abrams,    Bryan Burk","Amblin Entertainment,Bad Robot",PG-13 (Intense Seq. of Sci-Fi Violenc|Intense Seq. of Sci-Fi Action|Language|Some Drug Use),"Jun 6, 2014","Jun 10, 2011
 wide",1h 52m,,Super 8,,J.J. Abrams,https://www.rottentomatoes.com/m/super_8
,$24.1M,Tomas Alfredson,mystery and thriller,English,"Tim Bevan,    Eric Fellner,    Robyn Slovo","Working Title Films,Paradis Films,StudioCanal",R (Some Sexuality/Nudity|Language|Violence),"Dec 1, 2015","Jan 6, 2012
 wide",2h 7m,"Dolby SRD, Dolby SR, Dolby Digital",Tinker Tailor Soldier Spy,,"Bridget O'Connor,    Peter Straughan",https://www.rottentomatoes.com/m/tinker_tailor_soldier_spy
,$5.8M,Mike Mills,drama,English,"Leslie Urdang,    Dean Vanech,    Miranda de Pencier,    Jay Van Hoy,    Lars Knudsen",Parts & Labor,R (Some Sexual Content|Language),"Feb 12, 2014","Jun 3, 2011
 limited",1h 45m,,Beginners,,Mike Mills,https://www.rottentomatoes.com/m/beginners
,$977.6K,Kelly Reichardt,western,English,"Neil Kopp,    Anish Savjani,    Elizabeth Cuthrell,    David Urrutia","Film Science,Harmon Productions",PG (Smoking|Brief Language|Some Mild Violent Content),"Aug 10, 2016","Apr 8, 2011
 limited",1h 41m,,Meek's Cutoff,,Jonathan Raymond,https://www.rottentomatoes.com/m/meeks_cutoff
,$653.6K,Azazel Jacobs,"drama,comedy",English,"Alison Dickey,    Hunter Gray,    Lynette Howell Taylor,    Alex Orlovsky",,R (Sexual Content|Language|All Involving Teens|Some Drug and Alcohol Use),"Apr 3, 2016","Jul 1, 2011
 limited",1h 45m,,Terri,,Patrick deWitt,https://www.rottentomatoes.com/m/terri_2011
,$11.2M,Cary Joji Fukunaga,"drama,romance",English,"Alison Owen,    Paul Trijbits",Ruby Films,PG-13 (Brief Violent Content|A Nude Image|Some Thematic Elements),"Feb 12, 2014","Mar 11, 2011
 limited",1h 58m,"Dolby Digital, DTS",Jane Eyre,,Moira Buffini,https://www.rottentomatoes.com/m/jane_eyre_2011
,$13.7M,Gavin O'Connor,"action,drama",English,"Gavin O'Connor,    Greg O'Connor","Lionsgate,Mimran Schur Pictures",PG-13 (Some Language|Int. Mixed Martial Arts Fight|Thematic Material),"Sep 10, 2013","Sep 9, 2011
 wide",2h 19m,"SDDS, Dolby Digital, DTS",Warrior,,"Gavin O'Connor,    Anthony Tambakis,    Cliff Dorfman",https://www.rottentomatoes.com/m/1212910-warrior
,,Liz Garbus,documentary,English,,"HBO Documentary Films,Moxie Firecracker Films",,"Nov 30, 2016",,1h 32m,,Bobby Fischer Against the World,,,https://www.rottentomatoes.com/m/bobby_fischer_against_the_world
,$85.4K,Pablo Trapero,"drama,mystery and thriller,crime,romance",Spanish,Pablo Trapero,,R,"Jun 7, 2011","Feb 11, 2011
 limited",1h 47m,,Carancho,,"Alejandro Fadel,    Martín Mauregui,    Santiago Mitre,    Pablo Trapero",https://www.rottentomatoes.com/m/carancho
,$85.3K,Simon Curtis,drama,English,"David Parfitt,    Harvey Weinstein","BBC,Trademark Films",R (Some Language),"Apr 1, 2017","Nov 25, 2011
 wide",1h 41m,,My Week With Marilyn,,Adrian Hodges,https://www.rottentomatoes.com/m/my_week_with_marilyn
,$176.6M,Joe Johnston,"action,fantasy,adventure",English,Kevin Feige,Marvel Enterprises,PG-13 (Intense Sci-Fi Violence|Action),"Nov 23, 2015","Jul 22, 2011
 wide",2h 4m,"Dolby Digital, DTS, SDDS",Captain America: The First Avenger,Marvel Cinematic Universe,"Christopher Markus,    Stephen McFeely",https://www.rottentomatoes.com/m/captain_america_the_first_avenger
,,Mona Achache,"drama,comedy",French (Canada),Anne-Dominique Toussaint,"Les Films des Tournelles,Pathé",,"Sep 10, 2015","Aug 19, 2011
 limited",1h 40m,,The Hedgehog,,Mona Achache,https://www.rottentomatoes.com/m/the_hedgehog
,$9.9K,Mahamat-Saleh Haroun,drama,French (Canada),Florence Stern,"Pili Films,Entre Chien et Loup",,"Dec 2, 2016","Apr 13, 2011
 limited",1h 32m,,A Screaming Man,,Mahamat-Saleh Haroun,https://www.rottentomatoes.com/m/a_screaming_man
,$58.0M,Brad Furman,"drama,mystery and thriller,crime",English,"Tom Rosenberg,    Gary Lucchesi,    Sidney Kimmel,    Richard S. Wright,    Scott Steindorff","Sidney Kimmel Entertainment,Stone Village Productions",R (Sexual Content|Language|Some Violence),"Dec 19, 2015","Mar 18, 2011
 wide",1h 59m,"SDDS, Dolby Digital, DTS",The Lincoln Lawyer,,John Romano,https://www.rottentomatoes.com/m/lincoln_lawyer
,$558.3K,Icíar Bollaín,drama,Spanish (Spain),"Juan Gordon,    Eric Altmayer,    Mónica Lozano,    Emma Lustres","Morena Films S.L.,Vaca Films",,"Jan 1, 2017","Oct 14, 2010
 limited",1h 44m,,Even the Rain,,Paul Laverty,https://www.rottentomatoes.com/m/even_the_rain
,$223.6K,Eli Craig,"horror,comedy",English,"Morgan Jurgenson,    Albert Klychak",Kintop Pictures,R (Brief Nudity|Bloody Horror Violence|Language),"Jan 3, 2017","Sep 30, 2011
 limited",1h 29m,,Tucker & Dale vs Evil,,"Eli Craig,    Morgan Jurgenson",https://www.rottentomatoes.com/m/tucker_and_dale_vs_evil
,$1.8M,Chris Weitz,"drama,crime",English,"Jami Gertz,    Christian McLaughlin,    Stacey Lubliner",Summit Entertainment,PG-13 (Language|Brief Drug Use|Some Violence),"Oct 12, 2016","Jun 24, 2011
 limited",1h 38m,"Dolby Digital, DTS",A Better Life,,"Eric Eason,    Roger L. Simon",https://www.rottentomatoes.com/m/a_better_life
,$452.6K,Maryam Keshavarz,drama,Persian,"Maryam Keshavarz,    Karin Chien",,R (Sexual Content|Language|Some Drug Use),"Nov 18, 2016","Aug 26, 2011
 limited",1h 45m,,Circumstance,,Maryam Keshavarz,https://www.rottentomatoes.com/m/circumstance
,$61.8K,Djo Munga,drama,French (Canada),Djo Munga,,R (Language|Graphic Nudity|Brutal Violence|Some Drug Use|Strong Sexuality),"Mar 22, 2016","Jun 10, 2011
 limited",1h 36m,,Viva Riva!,,Djo Munga,https://www.rottentomatoes.com/m/viva_riva
,$110.5K,Raoul Ruiz,"drama,history",Portuguese,,,,"Aug 10, 2016","Jun 17, 2011
 limited",4h 26m,,Mysteries of Lisbon,,,https://www.rottentomatoes.com/m/mysteries_of_lisbon
,,Jennifer Yuh Nelson,"animation,comedy,kids and family,adventure",English,Melissa Cobb,DreamWorks Animation,PG (Seq. of Martial Arts Action|Mild Violence),"Nov 25, 2015","May 26, 2011
 wide",1h 30m,"Dolby Digital, DTS, SDDS",Kung Fu Panda 2,Kung Fu Panda,"Jonathan Aibel,    Glenn Berger",https://www.rottentomatoes.com/m/kung_fu_panda_the_kaboom_of_doom
,$84.3M,"Glenn Ficarra,    John Requa",romance,English,"Steve Carell,    Denise Di Novi","Carousel,DiNovi Pictures",PG-13 (Language|Coarse Humor|Sexual Content),"Apr 13, 2016","Jul 29, 2011
 wide",1h 58m,"SDDS, Dolby Digital, DTS","Crazy, Stupid, Love.",,Dan Fogelman,https://www.rottentomatoes.com/m/crazy_stupid_love_2011
,$340.9K,Bertrand Tavernier,"drama,action,history,romance",French (France),Laurent Brochand,"Centre National de la Cinematographie,CinéCinéma,France 2 Cinéma,StudioCanal,Région Auvergne,Centre Images,Canal+,France 3 Cinéma,Cinémage 4,Filmförderungsanstalt,MEDIA Programme of the European Union,Paradis Films,France Télévision,Pandora Filmproduktion,Banque Postale Image 3,Outsider Productions",,"Apr 1, 2017","Apr 15, 2011
 limited",2h 19m,,The Princess of Montpensier,,"Jean Cosmos,    François-Olivier Rousseau,    Bertrand Tavernier",https://www.rottentomatoes.com/m/la_princesse_de_montpensier
,$3.2M,Pedro Almodóvar,"drama,mystery and thriller",Spanish,"Agustín Almodóvar,    Esther García","El Deseo S.A.,FilmNation,Canal+ España",R (Drug Use|Disturbing Violent Content|Strong Sexuality|Graphic Nudity|Language|Sexual Assault),"Jun 10, 2014","Oct 14, 2011
 limited",2h,,The Skin I Live In,,"Pedro Almodóvar,    Agustín Almodóvar",https://www.rottentomatoes.com/m/the_skin_i_live_in
,$268.0M,Kenneth Branagh,"action,fantasy,adventure",English,Kevin Feige,Marvel Studios,PG-13 (Intense Sci-Fi Action/Violence),"Nov 23, 2015","May 6, 2011
 wide",1h 53m,"SDDS, Dolby Digital, Datasat",Thor,Marvel Cinematic Universe,"Ashley Miller,    Zack Stentz,    Don Payne",https://www.rottentomatoes.com/m/thor
,$1.6M,François Ozon,comedy,French (France),"Eric Altmayer,    Nicolas Altmayer","Mandarin Films,France 2 Cinéma,FOZ",R (Some Sexuality),"Mar 28, 2016","Mar 25, 2011
 limited",1h 43m,,Trophy Wife,,François Ozon,https://www.rottentomatoes.com/m/potiche
,,Jean Becker,drama,French (Canada),Louis Becker,,,"Jul 22, 2016","Sep 16, 2011
 limited",1h 22m,,My Afternoons with Margueritte,,"Jean Becker,    Jean-Loup Dabadie",https://www.rottentomatoes.com/m/la_tete_en_friche
,$4.0M,Steve McQueen,drama,English,"Iain Canning,    Emile Sherman",See-Saw Films,NC-17 (Some Explicit Sexual Content),"Nov 25, 2015","Dec 2, 2011
 limited",1h 39m,Dolby Digital,Shame,,"Steve McQueen,    Abi Morgan",https://www.rottentomatoes.com/m/shame_2011
,$16.3M,Jason Reitman,"drama,comedy,romance",English,"Lianne Halfon,    Russell Smith,    Diablo Cody,    Mason Novick,    Jason Reitman",Mr. Mudd,R (Some Sexual Content|Language),"Mar 13, 2012","Dec 16, 2011
 wide",1h 34m,,Young Adult,,Diablo Cody,https://www.rottentomatoes.com/m/young_adult
,$45.2K,Anne Sewitsky,"drama,comedy",Norwegian,Synnøve Hørsdal,Maipo Film,R (Sexual Content|Brief Graphic Nudity),"Sep 9, 2016","Sep 16, 2011
 limited",1h 28m,Dolby SRD,"Happy, Happy",,,https://www.rottentomatoes.com/m/happy_happy
,$136.0M,Ben Affleck,"drama,history,mystery and thriller",English,"Grant Heslov,    Ben Affleck,    George Clooney",Smoke House,R (Some Violent Images|Language),"May 15, 2014","Oct 12, 2012
 wide",2h,"SDDS, Dolby Digital, Datasat",Argo,,Chris Terrio,https://www.rottentomatoes.com/m/argo_2012
,$304.4M,Sam Mendes,"action,mystery and thriller,adventure",English,"Michael G. Wilson,    Barbara Broccoli",Eon Productions Ltd.,PG-13 (Language|Intense Violent Sequences|Smoking|Some Sexuality),"Feb 4, 2017","Nov 9, 2012
 wide",2h 23m,"SDDS, Dolby Digital, Datasat",Skyfall,James Bond 007,"Neal Purvis,    Robert Wade,    John Logan",https://www.rottentomatoes.com/m/skyfall
,,Joss Whedon,"action,fantasy,sci fi,adventure",English,Kevin Feige,Marvel Studios,PG-13 (Intense Sci-Fi Action/Violence|A Mild Drug Reference),"Nov 22, 2015","May 4, 2012
 wide",2h 23m,,Marvel's the Avengers,Marvel Cinematic Universe,Joss Whedon,https://www.rottentomatoes.com/m/marvels_the_avengers
,$45.5M,Wes Anderson,"drama,comedy,romance",English,"Wes Anderson,    Scott Rudin,    Steven Rales,    Jeremy Dawson","Indian Paintbrush,American Empirical Pictures",PG-13 (Smoking|Sexual Content),"Dec 10, 2015","Jun 29, 2012
 wide",1h 34m,,Moonrise Kingdom,,"Wes Anderson,    Roman Coppola",https://www.rottentomatoes.com/m/moonrise_kingdom
